Caption	Image ID
<span RHS><i>Symphyotrichum lateriflorum</i> var. <i>horizontale</i> AGM</span>	P05676
<span RHS><i>Symphyotrichum</i> 'Little Carlow' (<i>cordifolium</i> hybrid) AGM</span>	P05677
<span RHS><i>Symphyotrichum novae-angliae</i> 'Andenken an Alma Pötschke'</span>	P05678
<span RHS><i>Symphyotrichum novi-belgii</i> 'Little Boy Blue'</span>	P05679
<span RHS><i>Symphyotrichum novae-angliae</i> 'Harrington's Pink' AGM</span>	P05680
<span RHS><i>Symphyotrichum novae-angliae</i> 'Helen Picton'</span>	P05681
<span RHS><i>Symphyotrichum novae-angliae</i> 'Herbstschnee'</span>	P05682
<span RHS><i>Symphyotrichum novae-angliae</i> 'Purple Dome'</span>	P05683
<span RHS><i>Symphyotrichum novae-angliae</i> 'Quinton Menzies'</span>	P05684
<span RHS><i>Symphyotrichum novae-angliae</i> 'Violetta'</span>	P05685
<span RHS><i>Symphyotrichum novi-belgii</i> 'Davey's True Blue'</span>	P05686
<span RHS><i>Symphyotrichum novi-belgii</i> 'Dazzler'</span>	P05687
<span RHS><i>Symphyotrichum oblongifolium</i></span>	P05688
<span RHS><i>Aster pyrenaeus</i> 'Lutetia'</span>	P05689
<span RHS><i>Eurybia schreberi</i></span>	P05690
<i>Symphyotrichum turbinellum</i>	P05691
<span RHS><i>Doellingeria umbellata</i></span>	P05692
<span RHS><i>Astrantia</i> 'Buckland'</span>	P05693
<i>Astrantia major</i> 'Eastgrove'	P05694
<span RHS><i>Astrantia major</i> Gill Richardson Group</span>	P05695
<span RHS><i>Astrantia major</i> 'Rubra'</span>	P05696
<span RHS><i>Astrantia</i> 'Ruby Star' <sup>(PBR)</sup> AGM</span>	P05697
<span RHS><i>Astrantia major</i> subsp. <i>involucrata</i> 'Shaggy' AGM</span>	P05698
<span RHS><i>Astrantia major</i> var. <i>rosea</i></span>	P05699
<span RHS><i>Astrantia major</i> 'Venice' <sup>(PBR)</sup></span>	P05700
<span RHS><i>Astrantia maxima</i> AGM</span>	P05701
<span RHS><i>Astrantia</i> 'Roma' <sup>(PBR)</sup> AGM</span>	P05702
<span RHS><i>Ballota acetabulosa</i></span>	P05703
<span RHS><i>Baptisia australis</i> 'Exaltata' AGM</span>	P05704
<span RHS><i>Begonia</i> 'Benitochiba' (R) AGM</span>	P05705
<span RHS><i>Bergenia</i> 'Eden's Dark Margin'</span>	P05706
<span RHS><i>Bergenia</i> 'Pink Dragonfly'</span>	P05707
<span RHS><i>Berkheya purpurea</i></span>	P05708
<span RHS><i>Brachyelytrum japonicum</i></span>	P05709
<span RHS><i>Bromus inermis</i> 'Skinner's Gold' (v)</span>	P05710
<span RHS><i>Bromus ramosus</i></span>	P05711
<span RHS><i>Brunnera macrophylla</i> 'Betty Bowring'</span>	P05712
<span RHS><i>Brunnera macrophylla</i> 'Dawson's White' (v)</span>	P05713
<span RHS><i>Brunnera macrophylla</i> 'Emerald Mist' <sup>(PBR)</sup> (v)</span>	P05714
<span RHS><i>Brunnera macrophylla</i> 'Gordano Gold' (v)</span>	P05715
<span RHS><i>Brunnera macrophylla</i> 'Jack Frost' <sup>(PBR)</sup> AGM</span>	P05716
<span RHS><i>Brunnera macrophylla</i> 'King's Ransom' <sup>(PBR)</sup> (v)</span>	P05717
<span RHS><i>Brunnera macrophylla</i> 'Langtrees'</span>	P05718
<span RHS><i>Brunnera macrophylla</i> 'Looking Glass' <sup>(PBR)</sup> AGM</span>	P05719
<span RHS><i>Brunnera macrophylla</i> 'Mister Morse' <sup>(PBR)</sup> (v) AGM</span>	P05720
<span RHS><i>Brunnera macrophylla</i> 'Silver Wings'</span>	P05721
<span RHS><i>Buphthalmum salicifolium</i></span>	P05722
<span RHS><i>Bupleurum falcatum</i></span>	P05723
<span RHS><i>Bupleurum fruticosum</i></span>	P05724
<span RHS><i>Bupleurum longifolium</i></span>	P05725
<span RHS><i>Bupleurum multinerve</i></span>	P05726
<span RHS><i>Bupleurum rotundifolium</i></span>	P05727
<span RHS><i>Calamintha grandiflora</i></span>	P05728
<span RHS><i>Calamintha nepeta</i> subsp. <i>glandulosa</i></span>	P05729
<span RHS><i>Calamintha nepeta</i></span>	P05730
<span RHS><i>Calceolaria integrifolia</i> AGM</span>	P05731
<span RHS><i>Camassia leichtlinii</i> subsp. <i>leichtlinii</i></span>	P05732
<i>Camassia leichtlinii</i>	P05733
<span RHS><i>Camassia quamash</i></span>	P05734
<span RHS><i>Campanula bononiensis</i></span>	P05735
<span RHS><i>Campanula</i> 'Burghaltii'</span>	P05736
<span RHS><i>Campanula</i> 'Crystal'</span>	P05737
<span RHS><i>Campanula</i> 'Faichem Lilac'</span>	P05738
<span RHS><i>Campanula glomerata</i> 'Caroline' AGM</span>	P05739
<span RHS><i>Campanula glomerata</i></span>	P05740
<span RHS><i>Campanula grossekii</i></span>	P05741
<span RHS><i>Campanula hofmannii</i></span>	P05742
<span RHS><i>Campanula incurva</i></span>	P05743
<span RHS><i>Campanula</i> 'Kent Belle' AGM</span>	P05744
<i>Campanula lactiflora</i> 'Avalanche'	P05745
<span RHS><i>Campanula lactiflora</i> 'Loddon Anna' AGM</span>	P05746
<span RHS><i>Campanula lactiflora</i></span>	P05747
<span RHS><i>Campanula</i> 'Misty Dawn' AGM</span>	P05748
<span RHS><i>Campanula latifolia</i></span>	P05749
<span RHS><i>Campanula latiloba</i></span>	P05750
<span RHS><i>Campanula makaschvilii</i></span>	P05751
<span RHS><i>Campanula ochroleuca</i></span>	P05752
<span RHS><i>Campanula</i> 'Paul Furse'</span>	P05753
<span RHS><i>Campanula persicifolia</i> var. <i>alba</i></span>	P05754
<span RHS><i>Campanula persicifolia</i></span>	P05755
<span RHS><i>Campanula alata</i></span>	P05756
<span RHS><i>Campanula punctata</i> 'Pink Chimes'</span>	P05757
<span RHS><i>Campanula rapunculoides</i></span>	P05758
<span RHS><i>Campanula</i> 'Sarastro'</span>	P05759
<span RHS><i>Campanula speciosa</i></span>	P05760
<span RHS><i>Campanula</i> 'Swannables'</span>	P05761
<span RHS><i>Campanula thyrsoides</i></span>	P05762
<span RHS><i>Cardamine pentaphylla</i> AGM</span>	P05763
<span RHS><i>Carex buchananii</i></span>	P05764
<span RHS><i>Carex comans</i></span>	P05765
<span RHS><i>Carlina acaulis</i></span>	P05766
<span RHS><i>Cenolophium denudatum</i> AGM</span>	P05767
<span RHS><i>Centaurea atropurpurea</i></span>	P05768
<span RHS><i>Centaurea cheiranthifolia</i></span>	P05769
<span RHS><i>Centaurea dealbata</i></span>	P05770
<span RHS><i>Centaurea</i> 'Jordy'</span>	P05771
<span RHS><i>Centaurea macrocephala</i></span>	P05772
<span RHS><i>Centaurea montana</i> 'Alba'</span>	P05773
<span RHS><i>Centaurea montana</i> 'Carnea'</span>	P05774
<span RHS><i>Centaurea montana</i> &times; <i>triumfettii</i></span>	P05775
<span RHS><i>Centaurea phrygia</i></span>	P05776
<span RHS><i>Centaurea pulcherrima</i></span>	P05777
<span RHS><i>Centaurea montana</i> 'Purple Heart'</span>	P05778
<span RHS><i>Centaurea ruthenica</i></span>	P05779
<span RHS><i>Centaurea thracica</i></span>	P05780
<span RHS><i>Centranthus ruber</i> 'Albus'</span>	P05781
<span RHS><i>Cephalaria gigantea</i></span>	P05782
<span RHS><i>Cirsium rivulare</i></span>	P05783
<span RHS><i>Claytonia sibirica</i> f. <i>albiflora</i></span>	P05784
<span RHS><i>Convolvulus sabatius</i> AGM</span>	P05785
<span RHS><i>Corydalis solida</i> 'Purple Beauty'</span>	P05786
<span RHS><i>Corydalis solida</i></span>	P05787
<span RHS><i>Corydalis taliensis</i></span>	P05788
<span RHS><i>Crambe cordifolia</i> AGM</span>	P05789
<span RHS><i>Crambe maritima</i></span>	P05790
<span RHS><i>Crocosmia</i> 'Limpopo'</span>	P05791
<span RHS><i>Crocosmia</i> 'Lucifer' AGM</span>	P05792
<span RHS><i>Cryptotaenia japonica</i> f. <i>atropurpurea</i></span>	P05793
<span RHS><i>Impatiens omeiana</i></span>	P05794
<span RHS><i>Imperata cylindrica</i></span>	P05795
<span RHS><i>Inula hookeri</i></span>	P05796
<span RHS><i>Inula royleana</i></span>	P05797
<span RHS><i>Iris</i> 'Apollo' (Dut)</span>	P05798
<span RHS><i>Iris</i> 'Black Swan' (TB)</span>	P05799
<i>Iris bucharica</i>	P05800
<span RHS><i>Iris</i> 'Caliente' (TB)</span>	P05801
<span RHS><i>Iris</i> 'Holden Clough' (SpH) AGM</span>	P05802
<span RHS><i>Iris foetidissima</i> var. <i>citrina</i></span>	P05803
<span RHS><i>Iris</i> 'Little Blue-eyes' (SDB)</span>	P05804
<span RHS><i>Iris</i> 'Melon Honey' (SDB)</span>	P05805
<span RHS><i>Iris</i> 'Minnie Colquitt' (TB)</span>	P05806
<span RHS><i>Iris</i> 'Purple Gem' (Reticulata)</span>	P05807
<span RHS><i>Iris</i> 'Purple Sensation' (Dut)</span>	P05808
<span RHS><i>Iris</i> 'Red Revival' (TB)</span>	P05809
<span RHS><i>Iris</i> 'Sibirica Alba' (Sib)</span>	P05810
<span RHS><i>Iris</i> 'Papillon' (Sib)</span>	P05811
<span RHS><i>Iris</i> 'Shaker's Prayer' (Sib) AGM</span>	P05812
<span RHS><i>Iris</i> 'Summer Sky' (Sib)</span>	P05813
<span RHS><i>Iris</i> 'Spring Festival' (TB)</span>	P05814
<span RHS><i>Iris unguicularis</i></span>	P05815
<span RHS><i>Iris</i> &times; <i>robusta</i> 'Gerald Darby'</span>	P05816
<span RHS><i>Kirengeshoma palmata</i></span>	P05817
<span RHS><i>Knautia arvensis</i></span>	P05818
<span RHS><i>Knautia macedonica</i> Melton pastels</span>	P05819
<span RHS><i>Kniphofia linearifolia</i></span>	P05820
<span RHS><i>Kniphofia</i> 'Percy's Pride'</span>	P05821
<span RHS><i>Kniphofia</i> 'Safranvogel' AGM</span>	P05822
<span RHS><i>Kniphofia</i> 'Toffee Nosed' AGM</span>	P05823
<span RHS><i>Kniphofia</i> 'Wol's Red Seedling'</span>	P05824
<span RHS><i>Lamium galeobdolon</i> 'Silberteppich'</span>	P05825
<span RHS><i>Lamium galeobdolon</i></span>	P05826
<span RHS><i>Lamium garganicum</i></span>	P05827
<span RHS><i>Lamium maculatum</i> 'Album'</span>	P05828
<span RHS><i>Lamium</i> 'Marshmallow'</span>	P05829
<span RHS><i>Lamium orvala</i> 'Album'</span>	P05830
<span RHS><i>Lamium orvala</i></span>	P05831
<span RHS><i>Lamprocapnos spectabilis</i> AGM</span>	P05832
<span RHS><i>Laserpitium siler</i></span>	P05833
<span RHS><i>Lathyrus aureus</i></span>	P05834
<span RHS><i>Lathyrus latifolius</i> 'Albus' AGM</span>	P05835
<span RHS><i>Lathyrus latifolius</i> 'Blushing Bride'</span>	P05836
<span RHS><i>Lathyrus laxiflorus</i></span>	P05837
<span RHS><i>Lathyrus niger</i></span>	P05838
<span RHS><i>Lathyrus vernus</i> 'Alboroseus' AGM</span>	P05839
<span RHS><i>Lathyrus vernus</i> var. <i>albus</i></span>	P05840
<span RHS><i>Lathyrus vernus</i> AGM</span>	P05841
<span RHS><i>Leontodon rigens</i></span>	P05842
<span RHS><i>Leucanthemella serotina</i> AGM</span>	P05843
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Aglaia' (d)</span>	P05844
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Beauté Nivelloise'</span>	P05845
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> <span class="trade-name">Broadway Lights</span> = 'Leumayel' <sup>(PBR)</sup></span>	P05846
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Lacrosse'</span>	P05847
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Marion Bilsland'</span>	P05848
<span RHS><i>Libertia chilensis</i> Formosa Group</span>	P05849
<span RHS><i>Ligularia</i> 'Britt Marie Crawford' <sup>(PBR)</sup> AGM</span>	P05850
<span RHS><i>Ligularia</i> 'Britt Marie Crawford' <sup>(PBR)</sup> AGM</span>	P05851
<span RHS><i>Ligularia dentata</i> 'Desdemona'</span>	P05852
<span RHS><i>Ligularia hodgsonii</i></span>	P05853
<span RHS><i>Ligularia</i> 'The Rocket' AGM</span>	P05854
<span RHS><i>Ligularia</i> &times; <i>yoshizoeana</i> 'Palmatiloba'</span>	P05855
<span RHS><i>Lilium henryi</i> (IXc/d) AGM</span>	P05856
<span RHS><i>Lilium martagon</i> (IXc/d) AGM</span>	P05857
<span RHS><i>Lilium regale</i> (IXb/a) AGM</span>	P05858
<span RHS><i>Linaria</i> 'Peachy'</span>	P05859
<span RHS><i>Linaria purpurea</i> 'Canon Went'</span>	P05860
<span RHS><i>Linaria purpurea</i></span>	P05861
<span RHS><i>Lindelofia longiflora</i></span>	P05862
<span RHS><i>Liriope muscari</i> AGM</span>	P05863
<span RHS><i>Lunaria annua</i> var. <i>albiflora</i> 'Alba Variegata' (v) AGM</span>	P05864
<span RHS><i>Luzula nivea</i></span>	P05865
<span RHS><i>Luzula sylvatica</i> 'Marginata' (v) AGM</span>	P05866
<span RHS><i>Lychnis chalcedonica</i> 'Rosea'</span>	P05867
<span RHS><i>Lychnis coronaria</i> 'Alba' AGM</span>	P05868
<span RHS><i>Lychnis coronaria</i> <span class="trade-name">Gardeners' World</span> = 'Blych' (d)</span>	P05869
<span RHS><i>Lychnis flos-jovis</i> AGM</span>	P05870
<span RHS><i>Lychnis</i> 'Molten Lava'</span>	P05871
<span RHS><i>Lychnis viscaria</i></span>	P05872
<span RHS><i>Lysimachia barystachys</i> AGM</span>	P05873
<span RHS><i>Lysimachia ciliata</i> 'Firecracker' AGM</span>	P05874
<span RHS><i>Lysimachia ciliata</i> 'Firecracker' AGM</span>	P05875
<span RHS><i>Lysimachia ciliata</i></span>	P05876
<span RHS><i>Lysimachia clethroides</i> AGM</span>	P05877
<span RHS><i>Lysimachia ephemerum</i> AGM</span>	P05878
<span RHS><i>Maianthemum bifolium</i> subsp. <i>kamtschaticum</i></span>	P05879
<span RHS><i>Maianthemum racemosum</i> AGM</span>	P05880
<span RHS><i>Malva alcea</i> var. <i>fastigiata</i></span>	P05881
<span RHS><i>Malva moschata</i> f. <i>alba</i> AGM</span>	P05882
<span RHS><i>Malva sylvestris</i> 'Blue Fountain' <sup>(PBR)</sup></span>	P05883
<span RHS><i>Marrubium bourgaei</i> var. <i>bourgaei</i> 'All Hallows Green'</span>	P05884
<span RHS><i>Marrubium incanum</i></span>	P05885
<span RHS><i>Melianthus villosus</i></span>	P05886
<span RHS><i>Melianthus villosus</i></span>	P05887
<span RHS><i>Melica uniflora</i> 'Variegata' (v)</span>	P05888
<span RHS><i>Meum athamanticum</i></span>	P05889
<span RHS><i>Milium effusum</i> 'Aureum' AGM</span>	P05890
<span RHS><i>Miscanthus sinensis</i> 'David'</span>	P05891
<span RHS><i>Miscanthus transmorrisonensis</i></span>	P05892
<span RHS><i>Modiolastrum lateritium</i></span>	P05893
<span RHS><i>Molinia caerulea</i> subsp. <i>arundinacea</i> 'Bergfreund'</span>	P05894
<span RHS><i>Molinia caerulea</i> subsp. <i>arundinacea</i> 'Skyracer'</span>	P05895
<span RHS><i>Molinia caerulea</i> subsp. <i>arundinacea</i> 'Zuneigung'</span>	P05896
<span RHS><i>Monarda</i> 'Prärienacht'</span>	P05897
<span RHS><i>Monarda</i> 'Ruby Glow'</span>	P05898
<span RHS><i>Morina longifolia</i></span>	P05899
<span RHS><i>Morina persica</i></span>	P05900
<span RHS><i>Mosla dianthera</i></span>	P05901
<span RHS><i>Nepeta</i> 'Chettle Blue'</span>	P05902
<span RHS><i>Nepeta clarkei</i></span>	P05903
<span RHS><i>Nepeta grandiflora</i> 'Wild Cat'</span>	P05904
<span RHS><i>Nepeta nervosa</i></span>	P05905
<span RHS><i>Nepeta nuda</i></span>	P05906
<span RHS><i>Nepeta</i> 'Pink Dawn'</span>	P05907
<span RHS><i>Nepeta prattii</i></span>	P05908
<span RHS><i>Nepeta racemosa</i> 'Walker's Low' AGM</span>	P05909
<span RHS><i>Nepeta sibirica</i></span>	P05910
<span RHS><i>Nepeta</i> 'Six Hills Giant'</span>	P05911
<span RHS><i>Nepeta tuberosa</i></span>	P05912
<span RHS><i>Nepeta</i> &times; <i>faassenii</i> 'Alba'</span>	P05913
<span RHS><i>Nepeta</i> &times; <i>faassenii</i> AGM</span>	P05914
<span RHS><i>Onobrychis viciifolia</i></span>	P05915
<span RHS><i>Onopordum acanthium</i></span>	P05916
<span RHS><i>Origanum</i> 'Rosenkuppel' AGM</span>	P05917
<span RHS><i>Origanum vulgare</i> 'Polyphant' (v)</span>	P05918
<span RHS><i>Ornithogalum nutans</i> AGM</span>	P05919
<span RHS><i>Oxalis oregana</i></span>	P05920
<span RHS><i>Oxalis triangularis</i></span>	P05921
<span RHS><i>Paeonia</i> &times; <i>festiva</i> 'Rubra Plena' (d) AGM</span>	P05922
<span RHS><i>Paeonia peregrina</i> 'Otto Froebel' AGM</span>	P05923
<span RHS><i>Papaver</i> (Oriental Group) 'Black and White' AGM</span>	P05924
<span RHS><i>Papaver</i> (Oriental Group) 'Bobbile'</span>	P05925
<span RHS><i>Papaver</i> (Oriental Group) 'Cedric Morris' AGM</span>	P05926
<span RHS><i>Papaver</i> (Oriental Group) 'Harvest Moon' (d)</span>	P05927
<span RHS><i>Papaver</i> (Oriental Group) 'Harvest Moon' (d)</span>	P05928
<span RHS><i>Patrinia gibbosa</i></span>	P05929
<span RHS><i>Patrinia scabiosifolia</i></span>	P05930
<span RHS><i>Patrinia villosa</i></span>	P05931
<span RHS><i>Peltaria alliacea</i></span>	P05932
<span RHS><i>Penstemon heterophyllus</i> 'Catherine de la Mare'</span>	P05933
<span RHS><i>Penstemon</i> 'Pensham Victoria Plum' (Pensham Series) AGM</span>	P05934
<span RHS><i>Penstemon</i> 'Sylvia Buss'</span>	P05935
<span RHS><i>Perovskia</i> 'Blue Spire' AGM</span>	P05936
<span RHS><i>Persicaria affinis</i></span>	P05937
<span RHS><i>Persicaria alpina</i> AGM</span>	P05938
<span RHS><i>Persicaria amplexicaulis</i> 'Alba'</span>	P05939
<span RHS><i>Persicaria amplexicaulis</i> 'Clent Charm'</span>	P05940
<span RHS><i>Persicaria amplexicaulis</i> 'Rosea'</span>	P05941
<span RHS><i>Persicaria amplexicaulis</i> <span class="trade-name">Taurus</span> = 'Blotau'</span>	P05942
<span RHS><i>Persicaria bistorta</i> 'Superba' AGM</span>	P05943
<span RHS><i>Persicaria campanulata</i> 'Rosenrot'</span>	P05944
<span RHS><i>Persicaria runcinata</i> 'Purple Fantasy'</span>	P05945
<span RHS><i>Persicaria microcephala</i> 'Red Dragon' <sup>(PBR)</sup></span>	P05946
<span RHS><i>Persicaria nepalensis</i></span>	P05947
<span RHS><i>Persicaria virginiana</i> Variegated Group (v)</span>	P05948
<span RHS><i>Persicaria virginiana</i> var. <i>filiformis</i> 'Compton's Red'</span>	P05949
<span RHS><i>Peucedanum verticillare</i></span>	P05950
<span RHS><i>Phalaris arundinacea</i> var. <i>picta</i> 'Feesey' (v) AGM</span>	P05951
<span RHS><i>Phlomis cashmeriana</i></span>	P05952
<span RHS><i>Phlomis chrysophylla</i> AGM</span>	P05953
<span RHS><i>Phlomis russeliana</i> AGM</span>	P05954
<span RHS><i>Phlomis tuberosa</i></span>	P05955
<span RHS><i>Phuopsis stylosa</i></span>	P05956
<span RHS><i>Physochlaina orientalis</i></span>	P05957
<span RHS><i>Physostegia virginiana</i> 'Vivid' AGM</span>	P05958
<span RHS><i>Phyteuma nigrum</i></span>	P05959
<span RHS><i>Phyteuma spicatum</i></span>	P05960
<span RHS><i>Phytolacca acinosa</i></span>	P05961
<span RHS><i>Phytolacca polyandra</i></span> - berries	P05962
<span RHS><i>Phytolacca polyandra</i></span>	P05963
<span RHS><i>Pimpinella major</i> 'Rosea'</span>	P05964
<span RHS><i>Plantago lanceolata</i> 'Golden Spears'</span>	P05965
<span RHS><i>Platycodon grandiflorus</i> AGM</span>	P05966
<span RHS><i>Polemonium caeruleum</i> subsp. <i>caeruleum</i> f. <i>album</i></span>	P05967
<span RHS><i>Polemonium caeruleum</i></span>	P05968
<span RHS><i>Polemonium reptans</i> 'Stairway to Heaven' <sup>(PBR)</sup> (v)</span>	P05969
<i>Potentilla anseroides</i>	P05970
<span RHS><i>Potentilla alba</i></span>	P05971
<span RHS><i>Potentilla</i> 'Esta Ann'</span>	P05972
<span RHS><i>Potentilla</i> 'Flamenco'</span>	P05973
<span RHS><i>Potentilla nepalensis</i> 'Miss Willmott'</span>	P05974
<span RHS><i>Potentilla nepalensis</i> 'Ron McBeath'</span>	P05975
<span RHS><i>Potentilla gracilis</i> var. <i>glabrata</i></span>	P05976
<span RHS><i>Potentilla recta</i> var. <i>sulphurea</i></span>	P05977
<span RHS><i>Potentilla recta</i></span>	P05978
<span RHS><i>Potentilla thurberi</i> 'Monarch's Velvet'</span>	P05979
<span RHS><i>Potentilla</i> &times; <i>hopwoodiana</i></span>	P05980
<span RHS><i>Prunella grandiflora</i></span>	P05981
<span RHS><i>Ptilostemon echinocephalus</i></span>	P05982
<span RHS><i>Ptilostemon afer</i></span>	P05983
<span RHS><i>Pulmonaria angustifolia</i> 'Azurea'</span>	P05984
<span RHS><i>Pulmonaria</i> 'Blue Ensign' AGM</span>	P05985
<span RHS><i>Pulmonaria</i> 'Cotton Cool' AGM</span>	P05986
<span RHS><i>Pulmonaria</i> 'Cotton Cool' AGM</span>	P05987
<span RHS><i>Pulmonaria</i> 'Diana Clare' AGM</span>	P05988
<span RHS><i>Pulmonaria</i> 'Lewis Palmer' AGM</span>	P05989
<span RHS><i>Pulmonaria</i> 'Margery Fish'</span>	P05990
<span RHS><i>Pulmonaria</i> 'Pink Haze' <sup>(PBR)</sup></span>	P05992
<span RHS><i>Pulmonaria</i> 'Raspberry Splash' <sup>(PBR)</sup></span>	P05993
<span RHS><i>Pulmonaria rubra</i></span>	P05994
<span RHS><i>Pulmonaria saccharata</i> 'Dora Bielefeld'</span>	P05995
<span RHS><i>Pulmonaria saccharata</i> 'Leopard'</span>	P05996
<span RHS><i>Pulmonaria</i> 'Sissinghurst White' AGM</span>	P05997
<span RHS><i>Pulmonaria</i> 'Trevi Fountain' AGM</span>	P05998
<span RHS><i>Ranunculus acris</i> 'Citrinus'</span>	P05999
<span RHS><i>Ficaria verna</i> 'Brazen Hussy'</span>	P06000
<span RHS><i>Ficaria verna</i> 'Randall's White'</span>	P06001
<span RHS><i>Rheum</i> 'Ace of Hearts' AGM</span>	P06002
<span RHS><i>Rodgersia podophylla</i></span>	P06003
<span RHS><i>Rudbeckia laciniata</i> 'Herbstsonne' AGM</span>	P06005
<span RHS><i>Rudbeckia subtomentosa</i></span>	P06006
<span RHS><i>Rudbeckia triloba</i> AGM</span>	P06007
<span RHS><i>Rumex acetosa</i> subsp. <i>acetosa</i> 'Saucy' (v)</span>	P06008
<span RHS><i>Rumex alpinus</i></span>	P06009
<span RHS><i>Rumex sanguineus</i></span>	P06010
<span RHS><i>Salvia aethiopis</i></span>	P06011
<span RHS><i>Salvia atrocyanea</i></span>	P06012
<span RHS><i>Salvia cacaliifolia</i> AGM</span>	P06013
<span RHS><i>Salvia cadmica</i></span>	P06014
<span RHS><i>Salvia campanulata</i></span>	P06015
<span RHS><i>Salvia</i> 'Dyson's Joy' AGM</span>	P06016
<i>Salvia</i> 'Eldorado'	P06017
<span RHS><i>Cestrum parqui</i> AGM</span>	P06018
<span RHS><i>Salvia forsskaolii</i></span>	P06019
<span RHS><i>Salvia glutinosa</i></span>	P06020
<span RHS><i>Salvia greggii</i> 'Icing Sugar' <sup>(PBR)</sup></span>	P06021
<span RHS><i>Salvia hians</i></span>	P06022
<span RHS><i>Salvia</i> &times; <i>jamensis</i> 'Javier' AGM</span>	P06023
<span RHS><i>Salvia</i> 'Lalarsha'</span>	P06024
<span RHS><i>Salvia lavandulifolia</i></span>	P06025
<span RHS><i>Salvia microphylla</i> 'Pink Blush'</span>	P06026
<span RHS><i>Salvia nemorosa</i> 'Caradonna' AGM</span>	P06027
<span RHS><i>Salvia nemorosa</i> 'Pusztaflamme' AGM</span>	P06028
