Caption	Image ID
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Highland White Dream' <sup>(PBR)</sup></span>	P05267
<span RHS><i>Lilium lancifolium</i> (IXc/d)</span> - bulbils	P05268
<span RHS><i>Lilium lancifolium</i> (IXc/d)</span>	P05269
<span RHS><i>Lilium martagon</i> (IXc/d) AGM</span>	P05270
<span RHS><i>Lilium martagon</i> (IXc/d) AGM</span>	P05271
<span RHS><i>Lysimachia verticillaris</i></span>	P05272
<span RHS><i>Maianthemum racemosum</i> AGM</span>	P05273
<span RHS><i>Papaver somniferum</i></span>	P05274
<span RHS><i>Persicaria bistorta</i> 'Superba' AGM</span>	P05275
<span RHS><i>Physalis alkekengi</i> AGM</span>	P05276
<span RHS><i>Platycodon grandiflorus</i> AGM</span>	P05277
<span RHS><i>Rosa spinosissima</i></span> double white	P05278
<span RHS><i>Rosa spinosissima</i></span> yellow	P05279
<span RHS><i>Rosa</i> 'Veilchenblau' (Ra) AGM</span> && <span RHS><i>Clematis</i> 'Marie Boisselot' (EL) AGM</span>	P05280
<span RHS><i>Hylotelephium spectabile</i> AGM</span>	P05281
<span RHS><i>Telekia speciosa</i></span>	P05282
<span RHS><i>Tellima grandiflora</i></span>	P05283
<span RHS><i>Tulipa</i> 'Attila' (3)</span> && <span RHS><i>Iris pallida</i> 'Argentea Variegata' (TB/v)</span>	P05284
<span RHS><i>Uvularia grandiflora</i> AGM</span>	P05285
<i>Veronica</i> 'Georgia Blue'	P05286
<span RHS><i>Baptisia australis</i> AGM</span>	P05287
<span RHS><i>Campanula persicifolia</i> 'Blue Bloomers' (d)</span>	P05288
<span RHS><i>Eryngium bourgatii</i> Graham Stuart Thomas's selection</span>	P05289
<span RHS><i>Paris quadrifolia</i></span>	P05290
<span RHS><i>Piptanthus nepalensis</i></span>	P05291
<span RHS><i>Platycodon grandiflorus</i> 'Albus'</span>	P05292
<span RHS><i>Thalictrum flavum</i></span>	P05293
<span RHS><i>Thalictrum flavum</i></span>	P05294
<span RHS><i>Veratrum nigrum</i> AGM</span>	P05295
<span RHS><i>Veratrum nigrum</i> AGM</span>	P05296
<span RHS><i>Veratrum nigrum</i> AGM</span>	P05297
<span RHS><i>Acaena inermis</i></span>	P05298
<span RHS><i>Achillea filipendulina</i> 'Parker's Variety' AGM</span>	P05299
<i>Agapanthus</i> 'Dorothy Palmer'	P05300
<span RHS><i>Agapanthus praecox</i> 'Maximus Albus'</span>	P05301
<span RHS><i>Agastache</i> 'Tangerine Dreams' AGM</span>	P05302
<span RHS><i>Allium giganteum</i></span>	P05303
<span RHS><i>Alstroemeria</i> 'Friendship' AGM</span>	P05304
<span RHS><i>Alstroemeria</i> 'Friendship' AGM</span>	P05305
<span RHS><i>Amorphophallus kiusianus</i></span>	P05306
<span RHS><i>Anemone hortensis</i></span>	P05307
<span RHS><i>Anemone nemorosa</i> 'Bracteata'</span>	P05308
<span RHS><i>Anemone trifolia</i> L.</span>	P05309
<span RHS><i>Asparagus densiflorus</i> 'Myersii' AGM</span>	P05310
<span RHS><i>Aster himalaicus</i></span>	P05311
<i>Aster koraiensis</i>	P05312
<span RHS><i>Symphyotrichum novi-belgii</i> 'Alice Haslam'</span>	P05313
<i>Aster oreophilus</i>	P05314
<i>Aster pyrenaeus</i> 'Hutotu'	P05315
<span RHS><i>Symphyotrichum cordifolium</i></span>	P05316
<span RHS><i>Astilbe</i> 'Chocolate Shogun'</span>	P05317
<span RHS><i>Berkheya purpurea</i> 'Silver Spike'</span>	P05318
<span RHS><i>Campanula poscharskyana</i></span>	P05319
<span RHS><i>Cardiocrinum cordatum</i></span>	P05320
<span RHS><i>Chasmanthe floribunda</i> var. <i>duckittii</i></span>	P05321
<span RHS><i>Cobaea pringlei</i></span>	P05322
<span RHS><i>Colchicum neapolitanum</i></span>	P05323
<span RHS><i>Colchicum cilicicum</i></span>	P05324
<span RHS><i>Crocosmia paniculata</i> 'Cally Sword'</span>	P05325
<span RHS><i>Crocus ligusticus</i> AGM</span>	P05326
<span RHS><i>Cyclamen graecum</i></span>	P05327
<span RHS><i>Digitalis</i> &times; <i>valinii</i> <span class="trade-name">Illumination Pink</span> = 'Tmdgfp001' <sup>(PBR)</sup> (Illumination Series)</span>	P05328
<span RHS><i>Dimorphotheca pluvialis</i></span>	P05329
<span RHS><i>Dryas octopetala</i> 'Minor' AGM</span>	P05330
<span RHS><i>Ebenus cretica</i></span>	P05331
<span RHS><i>Echium wildpretii</i> AGM</span>	P05332
<span RHS><i>Erigeron chrysopsidis</i> 'Grand Ridge'</span>	P05333
<i>Euphorbia</i> 'Silver Swan'	P05334
<span RHS><i>Fritillaria imperialis</i> 'Argenteovariegata' (v)</span>	P05335
<span RHS><i>Fritillaria involucrata</i></span>	P05336
<span RHS><i>Gentiana ligustica</i></span>	P05337
<span RHS><i>Geranium glaberrimum</i></span>	P05338
<span RHS><i>Geranium incanum</i></span>	P05339
<span RHS><i>Geranium maderense</i> white-flowered</span>	P05340
<span RHS><i>Helianthemum</i> 'Cerise Queen' (d)</span>	P05341
<i>Helleborus</i> 'Mrs Rannecur'	P05342
<span RHS><i>Hosta</i> 'Ben Vernooij' (v)</span>	P05343
<span RHS><i>Hosta</i> 'Magic Island'</span>	P05344
<span RHS><i>Iris pseudacorus</i> var. <i>bastardii</i></span>	P05345
<span RHS><i>Iris kerneriana</i> AGM</span>	P05346
<span RHS><i>Iris lutescens</i> AGM</span>	P05347
<span RHS><i>Iris planifolia</i></span>	P05348
<i>Kniphofia uvaria</i> 'Erecta'	P05349
<i>Kniphofia</i> 'Victoria'	P05350
<span RHS><i>Leontopodium nivale</i> subsp. <i>alpinum</i></span>	P05351
<span RHS><i>Leschenaultia biloba</i></span>	P05352
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Real Galaxy' <sup>(PBR)</sup></span>	P05353
<span RHS><i>Leucojum vernum</i> var. <i>carpathicum</i></span>	P05354
<span RHS><i>Ligularia</i> 'Britt Marie Crawford' <sup>(PBR)</sup> AGM</span>	P05355
<span RHS><i>Lilium</i> 'Olivia' (Ia/-)</span>	P05356
<span RHS><i>Lilium pyrenaicum</i> subsp. <i>pyrenaicum</i> f. <i>rubrum</i> (IXc/d)</span>	P05357
<span RHS><i>Lilium speciosum</i> var. <i>rubrum</i> (IXb-c/d)</span>	P05358
<span RHS><i>Lilium</i> 'Tiny Double You' <sup>(PBR)</sup> (Ia-b/b)</span>	P05359
<span RHS><i>Linaria peloponnesiaca</i></span>	P05360
<span RHS><i>Linum narbonense</i></span>	P05361
<span RHS><i>Linum usitatissimum</i></span>	P05362
<span RHS><i>Lysichiton camtschatcensis</i> AGM</span>	P05363
<span RHS><i>Lythrum salicaria</i> 'Blush' AGM</span>	P05364
<span RHS><i>Mandragora officinarum</i></span>	P05365
<span RHS><i>Matteuccia pensylvanica</i></span>	P05366
<span RHS><i>Narcissus asturiensis</i> (13)</span>	P05367
<span RHS><i>Narcissus bulbocodium</i> subsp. <i>bulbocodium</i> var. <i>conspicuus</i> (13)</span>	P05368
<i>Nymphaea gigantea</i> var. <i>neorosea</i>	P05369
<span RHS><i>Onopordum nervosum</i> AGM</span>	P05370
<span RHS><i>Ophrys apifera</i></span>	P05371
<span RHS><i>Ophrys sphegodes</i></span>	P05372
<span RHS><i>Anacamptis morio</i></span>	P05373
<span RHS><i>Orchis purpurea</i></span>	P05374
<span RHS><i>Ornithogalum nutans</i> AGM</span>	P05375
<span RHS><i>Oxalis acetosella</i></span>	P05376
<span RHS><i>Paeonia delavayi</i> var. <i>angustiloba</i> f. <i>alba</i> (S)</span>	P05377
<span RHS><i>Paeonia rockii</i> (S)</span>	P05378
<span RHS><i>Paris polyphylla</i></span>	P05379
<span RHS><i>Petromarula pinnata</i></span>	P05380
<span RHS><i>Phlomis bovei</i> subsp. <i>maroccana</i></span>	P05381
<span RHS><i>Phlomis italica</i></span>	P05382
<span RHS><i>Polygonatum humile</i></span>	P05383
<span RHS><i>Primula allionii</i> (Au)</span>	P05384
<span RHS><i>Primula florindae</i> (Si) AGM</span> red form	P05385
<span RHS><i>Primula marginata</i> (Au) AGM</span>	P05386
<span RHS><i>Primula marginata</i> (Au) AGM</span>	P05387
<span RHS><i>Primula palinuri</i> (Au)</span>	P05388
<span RHS><i>Primula prolifera</i> (Pf) AGM</span>	P05389
<span RHS><i>Primula verticillata</i> (Sp)</span>	P05390
<span RHS><i>Prunella laciniata</i></span> white form	P05391
<span RHS><i>Raoulia australis</i> Lutescens Group</span>	P05392
<span RHS><i>Raoulia australis</i> Lutescens Group</span>	P05393
<span RHS><i>Rheum palmatum</i> 'Red Herald'</span>	P05394
<span RHS><i>Roscoea cautleyoides</i></span>	P05395
<span RHS><i>Roscoea</i> 'McBeath's Pink'</span>	P05396
<span RHS><i>Scabiosa graminifolia</i></span>	P05397
<span RHS><i>Scabiosa olgae</i></span>	P05398
<i>Scilla messanensis</i>	P05399
<span RHS><i>Sempervivum atlanticum</i></span>	P05400
<span RHS><i>Sempervivum nevadense</i> 'Hirtellum'</span>	P05401
<span RHS><i>Silene uniflora</i></span>	P05402
<span RHS><i>Silene</i> 'Snowflake'</span>	P05403
<span RHS><i>Smyrnium olusatrum</i></span>	P05404
<span RHS><i>Sternbergia lutea</i> AGM</span>	P05405
<span RHS><i>Symphytum caucasicum</i></span>	P05406
<span RHS><i>Thymus pulegioides</i> 'Aureus' AGM</span>	P05407
<span RHS><i>Tricyrtis ohsumiensis</i></span>	P05408
<span RHS><i>Trillium luteum</i> AGM</span>	P05409
<span RHS><i>Tropaeolum polyphyllum</i> AGM</span>	P05410
<span RHS><i>Tulipa saxatilis</i> Bakeri Group (15)</span>	P05411
<span RHS><i>Tulipa iliensis</i> (15)</span>	P05412
<span RHS><i>Tulipa montana</i> yellow-flowered (15)</span>	P05413
<span RHS><i>Tulipa turkestanica</i> (15) AGM</span>	P05414
<span RHS><i>Watsonia tabularis</i></span>	P05415
<span RHS><i>Watsonia wordsworthiana</i></span>	P05416
<span RHS><i>Weldenia candida</i></span>	P05417
<span RHS><i>Campanula alliariifolia</i></span>	P05418
<span RHS><i>Campanula alliariifolia</i></span>	P05419
<span RHS><i>Arabis alpina</i> subsp. <i>caucasica</i> 'Arctic Joy' (v)</span>	P05420
<span RHS><i>Arabis alpina</i> subsp. <i>caucasica</i> 'Arctic Joy' (v)</span>	P05421
<span RHS><i>Arabis alpina</i> subsp. <i>caucasica</i> 'Arctic Joy' (v)</span>	P05422
<span RHS><i>Symphyotrichum novi-belgii</i> 'Farncombe Lilac'</span>	P05423
<span RHS><i>Symphyotrichum novi-belgii</i> 'Farncombe Lilac'</span>	P05424
<span RHS><i>Symphyotrichum novi-belgii</i> 'Plenty'</span>	P05425
<span RHS><i>Symphyotrichum novi-belgii</i> 'Plenty'</span>	P05426
<span RHS><i>Symphyotrichum novi-belgii</i> 'Plenty'</span>	P05427
<span RHS><i>Symphyotrichum</i> 'Orchidee'</span>	P05428
<span RHS><i>Symphyotrichum</i> 'Orchidee'</span>	P05429
<span RHS><i>Symphyotrichum</i> 'Orchidee'</span>	P05430
<span RHS><i>Astilbe</i> 'Sheila Haxton' (<i>chinensis</i>)</span>	P05431
<span RHS><i>Astilbe</i> 'Sheila Haxton' (<i>chinensis</i>)</span>	P05432
<span RHS><i>Astilbe</i> 'Sheila Haxton' (<i>chinensis</i>)</span>	P05433
<span RHS><i>Athamanta turbith</i></span>	P05434
<span RHS><i>Athamanta turbith</i></span>	P05435
<span RHS><i>Bergenia</i> 'Pugsley's Pink' AGM</span>	P05436
<span RHS><i>Bergenia</i> 'Pugsley's Pink' AGM</span>	P05437
<span RHS><i>Chrysanthemum</i> 'Apollo' (21)</span>	P05438
<span RHS><i>Chrysanthemum</i> 'Apollo' (21)</span>	P05439
<span RHS><i>Chrysanthemum</i> 'Aunt Millicent' (21d) AGM</span>	P05440
<span RHS><i>Chrysanthemum</i> 'Aunt Millicent' (21d) AGM</span>	P05441
<span RHS><i>Chrysanthemum</i> 'Aunt Millicent' (21d) AGM</span>	P05442
<span RHS><i>Chrysanthemum</i> 'Buxton Ruby'</span>	P05443
<span RHS><i>Chrysanthemum</i> 'Buxton Ruby'</span>	P05444
<span RHS><i>Chrysanthemum</i> 'Buxton Ruby'</span>	P05445
<span RHS><i>Chrysanthemum</i> 'Chelsea Physic Garden'</span>	P05446
<span RHS><i>Chrysanthemum</i> 'Chelsea Physic Garden'</span>	P05447
<span RHS><i>Chrysanthemum</i> 'Dulwich Pink' (21d) AGM</span>	P05448
<span RHS><i>Chrysanthemum</i> 'Dulwich Pink' (21d) AGM</span>	P05449
<span RHS><i>Chrysanthemum</i> 'Early Yellow'</span>	P05450
<span RHS><i>Chrysanthemum</i> 'Early Yellow'</span>	P05451
<span RHS><i>Chrysanthemum</i> 'Early Yellow'</span>	P05452
<span RHS><i>Chrysanthemum</i> 'Goldengreenheart' (21d) AGM</span>	P05453
<span RHS><i>Chrysanthemum</i> 'Goldengreenheart' (21d) AGM</span>	P05454
<span RHS><i>Chrysanthemum</i> 'Goldengreenheart' (21d) AGM</span>	P05455
<span RHS><i>Chrysanthemum</i> 'Goldengreenheart' (21d) AGM</span>	P05456
<span RHS><i>Chrysanthemum</i> 'Grandchild' (21c) AGM</span>	P05457
<span RHS><i>Chrysanthemum</i> 'Lucy Simpson' (21d)</span>	P05458
<span RHS><i>Chrysanthemum</i> 'Picasso'</span>	P05459
<span RHS><i>Chrysanthemum</i> 'Picasso'</span>	P05460
<span RHS><i>Chrysanthemum</i> 'Picasso'</span>	P05461
<span RHS><i>Chrysanthemum</i> 'Suffolk Pink'</span>	P05462
<span RHS><i>Chrysanthemum</i> 'Suffolk Pink'</span>	P05463
<span RHS><i>Chrysanthemum</i> 'Suffolk Pink'</span>	P05464
<span RHS><i>Erigeron</i> 'Sincerity'</span>	P05466
<span RHS><i>Erigeron</i> 'Sincerity'</span>	P05467
<span RHS><i>Erigeron</i> 'Sincerity'</span>	P05468
<span RHS><i>Erysimum cheiri</i> 'Bloody Warrior' (d)</span>	P05469
<span RHS><i>Erysimum</i> 'Lewis Hart'</span>	P05470
<span RHS><i>Erysimum</i> 'Ruston Royal'</span>	P05471
<span RHS><i>Euphorbia epithymoides</i> 'Orange Flush'</span>	P05472
<span RHS><i>Filipendula vulgaris</i> 'Devon Cream'</span>	P05473
<span RHS><i>Hebe</i> 'Fairfieldii'</span>	P05474
<span RHS><i>Hebe</i> 'Nantyderry'</span>	P05475
<span RHS><i>Hebe</i> 'Nantyderry'</span>	P05476
<span RHS><i>Hebe</i> 'Nantyderry'</span>	P05478
<span RHS><i>Helenium</i> 'Bressingham Gold'</span>	P05479
<i>Helianthus</i> 'Shall We Dance'	P05480
<i>Helianthus</i> 'Shall We Dance'	P05481
<i>Helleborus</i> 'Winter Cheer'	P05482
<i>Helleborus</i> 'Galaxy'	P05483
<i>Helleborus</i> 'Galaxy'	P05484
<i>Helleborus</i> 'Galaxy'	P05485
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> 'Dusk'</span>	P05486
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> 'Greencups'</span>	P05487
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> 'Pluto'</span>	P05488
<span RHS><i>Hemerocallis</i> 'Albany'</span>	P05489
<span RHS><i>Hemerocallis</i> 'Albany'</span>	P05490
<span RHS><i>Hemerocallis</i> 'Albany'</span>	P05491
<span RHS><i>Hemerocallis</i> 'Cherry Ripe'</span>	P05492
<span RHS><i>Hemerocallis</i> 'Daisy McCarthy'</span>	P05493
<span RHS><i>Hemerocallis</i> 'Daisy McCarthy'</span>	P05494
<span RHS><i>Hemerocallis fulva</i> 'Variegated Kwanso' (d/v)</span>	P05495
<span RHS><i>Hemerocallis</i> 'Helle Berlinerin'</span>	P05496
<span RHS><i>Hemerocallis</i> 'Helle Berlinerin'</span>	P05497
<span RHS><i>Hemerocallis</i> 'Pirate Treasure'</span>	P05498
<span RHS><i>Hemerocallis</i> 'Sandra Elizabeth'</span>	P05499
<span RHS><i>Hesperantha coccinea</i> 'Peer Gynt'</span>	P05501
<span RHS><i>Hesperantha coccinea</i> 'Peer Gynt'</span>	P05502
<span RHS><i>Heuchera</i> 'Brownfinch'</span>	P05503
<span RHS><i>Heuchera</i> 'Brownfinch'</span>	P05504
<span RHS><i>Heuchera</i> 'Brownfinch'</span>	P05505
<span RHS><i>Heuchera</i> 'Burgundy Frost'</span>	P05506
<span RHS><i>Heuchera</i> 'Burgundy Frost'</span>	P05507
<span RHS><i>Heuchera</i> 'Burgundy Frost'</span>	P05508
<span RHS><i>Heuchera</i> 'David'</span>	P05509
<span RHS><i>Heuchera</i> 'David'</span>	P05510
<i>Heuchera sanguinea</i> 'Snowflakes'	P05511
<span RHS><i>Hypericum</i> &times; <i>inodorum</i> 'Ysella'</span>	P05512
<span RHS><i>Hypericum</i> &times; <i>inodorum</i> 'Ysella'</span>	P05513
<span RHS><i>Hypericum</i> &times; <i>inodorum</i> 'Ysella'</span>	P05514
<span RHS><i>Iris</i> 'Amiguita' (CH)</span>	P05515
<span RHS><i>Iris</i> 'Forever Trevor' (CH)</span>	P05519
<span RHS><i>Iris</i> 'Peter Hewitt' (Sib) AGM</span>	P05520
<span RHS><i>Iris</i> 'Peter Hewitt' (Sib) AGM</span>	P05521
<span RHS><i>Iris</i> 'Clee Hills' (Sib)</span>	P05522
<i>Iris sibirica</i> 'Elinor Hewitt'	P05523
<span RHS><i>Iris</i> 'Mrs Tait' (Spuria)</span>	P05524
<i>Iris</i> 'Gypsy Queen' (IB)	P05525
<i>Iris</i> 'Gypsy Queen' (IB)	P05526
<i>Iris</i> 'Gypsy Queen' (IB)	P05527
<span RHS><i>Iris</i> &times; <i>robusta</i> 'Dark Aura' AGM</span>	P05528
<span RHS><i>Iris</i> &times; <i>robusta</i> 'Dark Aura' AGM</span>	P05529
<span RHS><i>Lychnis cognata</i></span> B&SWJ 4234	P05530
<span RHS><i>Lychnis cognata</i></span> B&SWJ 4234	P05531
<span RHS><i>Lychnis</i> &times; <i>walkeri</i> 'Abbotswood Rose' AGM</span>	P05532
<span RHS><i>Lychnis</i> &times; <i>walkeri</i> 'Abbotswood Rose' AGM</span>	P05533
<span RHS><i>Lychnis</i> &times; <i>walkeri</i> 'Abbotswood Rose' AGM</span>	P05534
<span RHS><i>Lysimachia japonica</i> var. <i>minutissima</i></span>	P05535
<span RHS><i>Lysimachia japonica</i> var. <i>minutissima</i></span>	P05536
<span RHS><i>Lysimachia japonica</i> var. <i>minutissima</i></span>	P05537
<span RHS><i>Lythrum salicaria</i> 'Prichard's Variety'</span>	P05538
<span RHS><i>Lythrum salicaria</i> 'Prichard's Variety'</span>	P05539
<span RHS><i>Moltkia doerfleri</i></span>	P05540
<span RHS><i>Origanum</i> 'Bristol Cross'</span>	P05541
<span RHS><i>Origanum</i> 'Bristol Cross'</span>	P05542
<span RHS><i>Origanum</i> 'Bristol Cross'</span>	P05543
<span RHS><i>Phlox paniculata</i> 'Blushing Bride'</span>	P05544
<span RHS><i>Phlox paniculata</i> 'Blushing Bride'</span>	P05545
<span RHS><i>Phlox paniculata</i> 'Caroline van den Berg'</span>	P05546
<span RHS><i>Phlox paniculata</i> 'Caroline van den Berg'</span>	P05547
<span RHS><i>Phlox paniculata</i> 'Dresden China'</span>	P05549
<span RHS><i>Phlox paniculata</i> 'Gamlingay Purple'</span>	P05550
<span RHS><i>Phlox paniculata</i> 'Grey Lady' AGM</span>	P05551
<span RHS><i>Phlox paniculata</i> 'Grey Lady' AGM</span>	P05552
<span RHS><i>Phlox paniculata</i> 'Milly van Hoboken'</span>	P05553
<span RHS><i>Phlox paniculata</i> 'Milly van Hoboken'</span>	P05554
<span RHS><i>Phlox paniculata</i> 'Milly van Hoboken'</span>	P05555
<i>Phlox paniculata</i> 'Terry'	P05556
<i>Primula darialica</i> 'David Valentine'	P05557
<i>Primula darialica</i> 'David Valentine'	P05558
<i>Primula darialica</i> 'David Valentine'	P05559
<span RHS><i>Primula vulgaris</i> 'Viridis' (Pr/Prim/d)</span>	P05561
<span RHS><i>Rudbeckia laciniata</i> 'Starcadia Razzle Dazzle' AGM</span>	P05565
<span RHS><i>Rudbeckia laciniata</i> 'Starcadia Razzle Dazzle' AGM</span>	P05566
<span RHS><i>Rudbeckia subtomentosa</i> 'Loofahsa Wheaten Gold'</span>	P05567
<span RHS><i>Rudbeckia subtomentosa</i> 'Loofahsa Wheaten Gold'</span>	P05568
<span RHS><i>Rudbeckia subtomentosa</i> 'Loofahsa Wheaten Gold'</span>	P05569
<span RHS><i>Rudbeckia laciniata</i> 'Goldkugel' (d) AGM</span>	P05570
<span RHS><i>Rudbeckia laciniata</i> 'Goldkugel' (d) AGM</span>	P05571
<span RHS><i>Zantedeschia aethiopica</i> 'Glencoe'</span>	P05572
<span RHS><i>Zantedeschia aethiopica</i> 'Glencoe'</span>	P05573
<span RHS><i>Papaver somniferum</i></span> red double	P05574
<span RHS><i>Acanthus hirsutus</i></span>	P05575
<span RHS><i>Acanthus spinosus</i> L.</span>	P05576
<span RHS><i>Achillea</i> 'Inca Gold'</span>	P05577
<span RHS><i>Achillea millefolium</i> 'Laura'</span>	P05578
<span RHS><i>Achillea</i> 'Martina' AGM</span>	P05579
<span RHS><i>Achillea</i> 'McVities'</span>	P05580
<span RHS><i>Achillea millefolium</i> 'Red Velvet' AGM</span>	P05581
<i>Achillea salicifolia</i> 'Saucy Seduction' (Seduction Series)	P05582
<span RHS><i>Achillea nobilis</i></span>	P05583
<span RHS><i>Achillea millefolium</i> 'Pretty Woman'</span>	P05584
<span RHS><i>Achillea salicifolia</i></span>	P05585
<span RHS><i>Aconitum carmichaelii</i> 'Royal Flush' <sup>(PBR)</sup></span>	P05586
<span RHS><i>Aconitum carmichaelii</i> Wilsonii Group</span>	P05587
<span RHS><i>Aconitum episcopale</i></span>	P05588
<span RHS><i>Aconitum hemsleyanum</i> 'Red Wine'</span>	P05589
<span RHS><i>Aconitum napellus</i> subsp. <i>vulgare</i> 'Albidum'</span>	P05590
<span RHS><i>Aconitum napellus</i></span>	P05591
<span RHS><i>Aconitum</i> 'Spark's Variety' AGM</span>	P05592
<span RHS><i>Aconitum</i> 'Stainless Steel' AGM</span>	P05593
<span RHS><i>Aconitum</i> &times; <i>cammarum</i> 'Eleanora'</span>	P05594
<span RHS><i>Aconitum</i> &times; <i>cammarum</i> 'Pink Sensation' <sup>(PBR)</sup></span>	P05595
<span RHS><i>Acorus gramineus</i> 'Ogon' (v)</span>	P05596
<span RHS><i>Actaea rubra</i></span> - berries	P05597
<span RHS><i>Adenophora bulleyana</i></span>	P05598
<span RHS><i>Adenophora polyantha</i></span>	P05599
<span RHS><i>Agastache</i> 'Summer Glow' <sup>(PBR)</sup></span>	P05601
<span RHS><i>Agastache</i> 'After Eight'</span>	P05602
<span RHS><i>Agastache foeniculum</i> 'Alba'</span>	P05603
<span RHS><i>Ageratina altissima</i> 'Chocolate'</span>	P05604
<span RHS><i>Ageratina altissima</i></span>	P05605
<span RHS><i>Ageratina aromatica</i></span>	P05606
<span RHS><i>Ajuga incisa</i> 'Bikun' (v)</span>	P05607
<span RHS><i>Ajuga reptans</i></span>	P05608
<span RHS>&times; <i>Alcalthaea suffrutescens</i> 'Parkallee' (d)</span>	P05609
<span RHS>&times; <i>Alcalthaea suffrutescens</i> 'Parkrondell' (d)</span>	P05610
<span RHS>&times; <i>Alcalthaea suffrutescens</i> 'Parkfrieden' (d)</span>	P05611
<span RHS><i>Alcea ficifolia</i></span>	P05612
<span RHS><i>Allium atropurpureum</i></span>	P05613
<i>Allium beesianum</i>	P05614
<span RHS><i>Allium cristophii</i> AGM</span>	P05615
<span RHS><i>Allium cyaneum</i> AGM</span>	P05616
<span RHS><i>Allium fistulosum</i></span>	P05617
<span RHS><i>Allium flavum</i> AGM</span>	P05618
<span RHS><i>Allium hollandicum</i> 'Purple Sensation' AGM</span>	P05619
<span RHS><i>Allium karataviense</i></span>	P05620
<span RHS><i>Allium lenkoranicum</i></span>	P05621
<span RHS><i>Allium obliquum</i></span>	P05622
<span RHS><i>Allium schubertii</i></span>	P05623
<span RHS><i>Allium stipitatum</i> 'Mount Everest' AGM</span>	P05624
<span RHS><i>Allium tuberosum</i></span>	P05625
<span RHS><i>Allium</i> 'White Cloud'</span>	P05626
<span RHS><i>Alstroemeria aurea</i></span>	P05627
<i>Alstroemeria</i> 'Princess Phoebe'	P05628
<span RHS><i>Alstroemeria</i> 'Spitfire' (v) AGM</span>	P05629
<span RHS><i>Alstroemeria</i> 'Yellow Friendship' AGM</span>	P05630
<span RHS><i>Althaea armeniaca</i></span>	P05631
<span RHS><i>Amsonia tabernaemontana</i></span>	P05632
<span RHS><i>Leptopus chinensis</i></span>	P05633
<span RHS><i>Anemone</i> &times; <i>hybrida</i> 'Géante des Blanches'</span>	P05635
<span RHS><i>Anemone</i> &times; <i>hybrida</i> 'Montrose'</span>	P05636
<span RHS><i>Anemone</i> &times; <i>hybrida</i> 'September Charm' AGM</span>	P05637
<span RHS><i>Anisodus luridus</i></span>	P05638
<span RHS><i>Anthemis punctata</i> subsp. <i>cupaniana</i> AGM</span>	P05639
<span RHS><i>Anthemis</i> 'Tinpenny Sparkle'</span>	P05640
<span RHS><i>Anthericum ramosum</i></span>	P05641
<span RHS><i>Antirrhinum braun-blanquetii</i></span>	P05642
<span RHS><i>Antirrhinum molle</i></span>	P05643
<span RHS><i>Aquilegia chrysantha</i></span>	P05644
<span RHS><i>Aquilegia vulgaris</i> 'Clementine Salmon Rose' (Clementine Series) (d)</span>	P05645
<span RHS><i>Aquilegia formosa</i></span>	P05646
<span RHS><i>Aquilegia fragrans</i></span>	P05647
<span RHS><i>Aquilegia</i> 'Lime Sorbet'</span>	P05648
<i>Aquilegia</i> 'Maine' (State Series)	P05649
<span RHS><i>Aquilegia oxysepala</i></span>	P05650
<span RHS><i>Aquilegia rockii</i></span>	P05651
<span RHS><i>Aquilegia</i> 'Sunburst Ruby'</span>	P05652
<span RHS><i>Aquilegia vulgaris</i> var. <i>stellata</i> 'Greenapples' (d)</span>	P05653
<span RHS><i>Aquilegia vulgaris</i> var. <i>stellata</i> 'Nora Barlow' (Barlow Series) (d)</span>	P05654
<span RHS><i>Aquilegia vulgaris</i> var. <i>stellata</i> 'Royal Purple' (d)</span>	P05655
<span RHS><i>Aquilegia vulgaris</i> var. <i>stellata</i> 'Ruby Port' (d)</span>	P05656
<span RHS><i>Aralia cachemirica</i></span>	P05657
<span RHS><i>Argemone pleiacantha</i></span>	P05658
<span RHS><i>Arisarum proboscideum</i></span>	P05659
<span RHS><i>Aristolochia clematitis</i></span>	P05660
<span RHS><i>Armeria maritima</i></span>	P05661
<span RHS><i>Arrhenatherum elatius</i> var. <i>bulbosum</i> 'Variegatum' (v)</span>	P05662
<span RHS><i>Artemisia absinthium</i> 'Lambrook Mist'</span>	P05663
<span RHS><i>Artemisia ludoviciana</i> 'Valerie Finnis' AGM</span>	P05664
<span RHS><i>Artemisia pontica</i></span>	P05665
<span RHS><i>Artemisia schmidtiana</i> AGM</span>	P05666
<span RHS><i>Artemisia stelleriana</i></span>	P05667
<span RHS><i>Asphodeline lutea</i></span>	P05668
<span RHS><i>Asphodelus albus</i></span>	P05669
<span RHS><i>Aster amellus</i> 'Rosa Erfüllung' AGM</span>	P05670
<span RHS><i>Aster amellus</i> 'Veilchenkönigin' AGM</span>	P05671
<span RHS><i>Symphyotrichum</i> 'Coombe Fishacre' AGM</span>	P05672
<span RHS><i>Eurybia divaricata</i></span>	P05673
<span RHS><i>Symphyotrichum ericoides</i> 'White Heather'</span>	P05674
<span RHS><i>Symphyotrichum laeve</i> 'Calliope'</span>	P05675
